"Hits: 3697","page_num: 1","page_size: 2000","Keyword Version: 21.1","Revision: 2025-04-21 07:18:04","Timestamp: 2025-04-27 22:52:39","Terms Of Use: https://cdn.earthdata.nasa.gov/conduit/upload/5182/KeywordsCommunityGuide_Baseline_v1_SIGNED_FINAL.pdf","The most up to date XML representations can be found here: https://gcmd.earthdata.nasa.gov/kms/concepts/concept_scheme/providers/?format=xml","Case native"
Bucket_Level0,Bucket_Level1,Bucket_Level2,Bucket_Level3,Short_Name,Long_Name,Data_Center_URL,UUID
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","ORNL_DAAC","THE OAK RIDGE NATIONAL LABORATORY (ORNL) DISTRIBUTED ACTIVE ARCHIVE CENTER (DAAC)","https://daac.ornl.gov/","8c88590f-456f-4f40-87d1-c523542739ad"
"NON-GOVERNMENT/NON-PROFIT ORGANIZATIONS","","","","OSGEO","Open Source Geospatial Foundation","https://www.osgeo.org/","dc6a4b6d-8fa0-4ebf-9488-9d8f10da9211"
"CONSORTIA/INSTITUTIONS","","","","OSSI","Open Source Software Institute","http://oss-institute.org/","97eb8ad5-3d62-40ad-8d58-444733d5aed0"
"ACADEMIC","","","","OXFORD/DPS","Department of Plant Sciences, University of Oxford","http://www.plants.ox.ac.uk/","54fbddb9-c218-4888-8e01-16f1c1e7e648"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","PENNSYLVANIA","","","PA/CLIM","State Climatologist, Pennsylvania","http://climate.psu.edu/","e3dbd761-c2db-4fa6-b1eb-838b2f781e64"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","PENNSYLVANIA","","","PA/DEP","Department of Environmental Protection, Pennsylvania","http://www.dep.state.pa.us/","ec5341eb-0c68-4658-a8a5-209f70516583"
"CONSORTIA/INSTITUTIONS","","","","PACINST","Pacific Institute for Studies in Development, Environment, and Security","http://www.pacinst.org/","af06333c-bdc8-4a41-9577-e6fdba39f372"
"CONSORTIA/INSTITUTIONS","","","","PACINST/WW","World's Water, Pacific Institute for Studies in Development, Environment, and Security","http://www.worldwater.org","28dafca0-6c1e-4fb9-8259-296c45c12fa9"
"GOVERNMENT AGENCIES-NON-US","PAKISTAN","","","","","","617ef080-a917-4365-b114-c50ca7b71716"
"COMMERCIAL","","","","PALEOMAP","PALEOMAP Project","http://www.scotese.com/","01a9d00c-2371-413d-967d-eadd13997630"
"CONSORTIA/INSTITUTIONS","","","","PANGAEA","PANGAEA - Data Publisher for Earth & Environmental Science","http://www.pangaea.de/","8f9ddd10-6555-4c22-99bb-1e7ce4d3c9cf"
"CONSORTIA/INSTITUTIONS","","","","PANGAEA/CRP","Cape Roberts Project, PANGEAEA","http://www.pangaea.de/","86b58883-92eb-4f47-9779-285762b93ba3"
"CONSORTIA/INSTITUTIONS","","","","PANGAEA/DATA PORTAL FOR OBSERVATIONAL DATA","PANGAEA - Data portal for Observational Data","http://dataportals.pangaea.de/carbochange/index.php?formtype=advanced","5033d9d9-6e44-484b-8095-03d1761a4fc4"
"CONSORTIA/INSTITUTIONS","","","","PANGAEA/PKDB","International Paleoclimate Database, PANGAEA","http://www.pangaea.de/Projects/PKDB/","c058246f-a792-42b4-9e4f-23b0df203e80"
"COMMERCIAL","","","","PAZ","PAZ Software","http://www.pazsoftware.com/","7fe8faf5-3370-47fc-96ff-8f87a5bf874d"
"NON-GOVERNMENT/NON-PROFIT ORGANIZATIONS","","","","PCCS","Provincetown Center for Coastal Studies","http://www.coastalstudies.org/","6ba8cf10-cbb1-4330-9b82-05e4e436e14c"
"CONSORTIA/INSTITUTIONS","","","","PDC","Pacific Disaster Center","http://www.pdc.org/","cbba59c9-7968-4979-b909-29c8403ff26c"
"COMMERCIAL","","","","PDI","Plumb Designs Inc.","http://www.plumbdesign.com/","2bf8a294-c7da-4573-b6de-f9e04fb860b7"
"ACADEMIC","","","","PDX/PHYSICS","Department of Physics, Portland State University","http://www.physics.pdx.edu/","42d9afae-afe0-4686-823d-6b9b1b4fb871"
"COMMERCIAL","","","","PE","PalyEast","","bf9266fa-ceeb-4c68-a391-71ff6660b189"
"ACADEMIC","","","","PENNSTATE/EMS/GEOSCI","Geoscience Department, Earth and Mineral Science, Pennsylvania State University","http://www.geosc.psu.edu/","6d01977a-9662-421e-b456-8139c2bb9c46"
"ACADEMIC","","","","PENNSTATE/ENGR/CE","Civil and Environmental Engineering, College of Engineering, Pennsylvania State University","http://www.engr.psu.edu/ce/","5c870893-ee0a-4787-93ba-e941e3a607a1"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","PENNSYLVANIA","","","","","","28cda453-9d41-4fed-a1cd-8cb837020181"
"GOVERNMENT AGENCIES-NON-US","PERU","","","","","","eccd68a8-fbeb-479d-bb70-909138ef08c8"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NSF","","","PETDB","Petrological Database of the Ocean Floor","http://www.petdb.org/","6ea22ef3-f5b5-4788-bb3f-491767ac587f"
"NON-GOVERNMENT/NON-PROFIT ORGANIZATIONS","","","","PF","The Peregrine Fund","http://www.peregrinefund.org","81b0d605-ee60-4ba4-9cae-dd005c2f0249"
"GOVERNMENT AGENCIES-NON-US","POLAND","","","PGI","Polish Geological Institute","http://www.pgi.gov.pl/pgi_en/index.php?option=weblinks&Itemid=4&topid=1","d0f5e2b9-3e31-4cea-bd75-2e448e98b974"
"GOVERNMENT AGENCIES-NON-US","PHILIPPINES","","","PH/DOST/PCARRD","Philippine Council for Agriculture, Forestry and Natural Resources Research and Development, Department of Science and Technology, Philippines","http://www.pcarrd.dost.gov.ph/","5ab92c5c-a6bd-4769-867b-5673c9e421c2"
"GOVERNMENT AGENCIES-NON-US","PHILIPPINES","","","","","","0bb783d4-3f0e-41c8-be39-c7bd6e72590a"
"COMMERCIAL","","","","PHOTOSAT","PhotoSat Information Ltd.","http://www.photosat.ca/","8896470d-fa40-4b52-a125-9d73b9ea1e91"
"CONSORTIA/INSTITUTIONS","","","","PIK","Potsdam Institute for Climate Impact Research","http://www.pik-potsdam.de/","0258d108-269d-409f-b2de-422483fe808e"
"COMMERCIAL","","","","PISCES","PISCES Conservation Ltd.","http://www.irchouse.demon.co.uk/","6f749e4c-7047-4339-bf9d-a1566dfb4767"
"GOVERNMENT AGENCIES-NON-US","PAKISTAN","","","PK/MST/NIO","National Institute of Oceanography, Ministry of Science and Technology, Pakistan","http://www.niopk.gov.pk/","c409ce51-734e-4a12-89f9-88f1473f9267"
"GOVERNMENT AGENCIES-NON-US","POLAND","","","PL/PAS/IGF","Institute of Geophysics, Polish Academy of Sciences, Poland","http://www.igf.edu.pl/en/","2484c73b-4eac-4a60-85e1-1ce895efdbd8"
"GOVERNMENT AGENCIES-NON-US","POLAND","","","PL/PAS/INC","Institute of Nature Conservation, Polish Academy of Sciences, Poland","http://www.iop.krakow.pl/iop/inc.asp?00","dfb620a2-846b-40eb-b6f8-9ebe1b6ddb06"
"CONSORTIA/INSTITUTIONS","","","","PMIP","Paleoclimate Modelling Intercomparison Project","http://pmip.lsce.ipsl.fr/","f13c51cd-3bc1-4dc9-852c-aa8bbbfcf1c7"
"GOVERNMENT AGENCIES-NON-US","POLAND","","","","","","54932b1d-ce64-4f2f-965b-384ebbed37ca"
"ACADEMIC","","","","POLIMI","Politecnico di Milano, Dipartimento di Ingegneria Aerospaziale, Italy","http://www.polimi.it/","b4b4077d-6649-400d-a3de-35d11304bb3f"
"GOVERNMENT AGENCIES-NON-US","PORTUGAL","","","","","","dcdc0586-b191-49c8-9fba-7a7eadfab502"
"ACADEMIC","","","","POSTECH/SEE","Department of Environmental Science and Engineering, Pohang University of Science and Technology","http://see.postech.ac.kr/welcomeeng.do","500c3ad6-ce6e-4cf2-9ef8-d0f2743aaf34"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","POTOMAC RIVER","","","","","","722b63cf-5083-46d7-9580-b8acbc65e5b1"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","POTOMAC RIVER","","","POTOMAC/ICPRB","Interstate Commission on the Potomac River Basin","http://www.potomacriver.org/","954c328c-6cac-4898-a46d-5831219ff62c"
"MULTINATIONAL ORGANIZATIONS","","","","PRBO/CADC","California Avian Data Center, Point Reyes Bird Observatory Conservation Science","http://data.prbo.org/cadc2/index.php?page=prbo-conservation-science","e8068d7f-ba85-4ab5-ae52-5c52d5e3f259"
"GOVERNMENT AGENCIES-NON-US","CHINA","","","PRIC","Polar Research Institute of China","http://www.polar.org.cn/en/index/","c91b0efc-4ab3-430f-9b55-5c469c2493e3"
"ACADEMIC","","","","PRINCETON/AOS","Atmospheric and Oceanic Sciences, Princeton University","http://www.aos.princeton.edu/","234dc38e-886f-4068-a36e-3dae0b7faf59"
"ACADEMIC","","","","PRINCETON/GEOS","Department of Geosciences, Princeton University","http://geoweb.princeton.edu/","b370b76f-6c46-4aeb-b3ed-4ff3bde74816"
"COMMERCIAL","","","","PS","Pocket Systems Ltd","http://www.pocket.co.uk","18d3f3a2-dc18-4fc5-a047-c214acfb08aa"
"CONSORTIA/INSTITUTIONS","","","","PSC","Pittsburgh Supercomputing Center","http://www.psc.edu/","22e0b6d0-e679-4934-807a-81d6e4fc9572"
"GOVERNMENT AGENCIES-NON-US","PORTUGAL","","","PT/AG/IPIMAR","Instituto de Investigacao das Pescas e do Mar, Ministerio da Agricultura, Portugal","http://www.iniap.min-agricultura.pt/","c82a5792-8b75-4886-8fb0-ceb192374242"
"ACADEMIC","","","","PURDUE/AG/AGRON","Department of Agronomy, School of Agriculture, Purdue University","http://www.agry.purdue.edu/","9c4a06cc-e02a-4fa5-958d-aef9527ce6de"
"ACADEMIC","","","","PURDUE/FNR/HEMA","Human-Environment Modeling and Analysis (HEMA) Laboratory, Department of Forestry and Natural Resources, Purdue University","http://ltm.agriculture.purdue.edu/","70520f7d-0c70-4669-991b-e3ea07639d45"
"NON-GOVERNMENT/NON-PROFIT ORGANIZATIONS","","","","PWET","Project Wet","http://www.projectwet.org/","dbb94461-027d-4423-9560-6d62ee26391e"
"CONSORTIA/INSTITUTIONS","","","","PYTH/CS","Cheese Shop, Python","http://cheeseshop.python.org/","252f31d3-0d6d-403e-a294-5a8d3f416a96"
"NON-GOVERNMENT/NON-PROFIT ORGANIZATIONS","","","","QPAIS","Qualifying Professional Association, Institutions and Societies","http://www.qpais.co.uk/","f04eb8f2-6e4e-4078-ac3f-bd0786ff7498"
"COMMERCIAL","","","","RAMAS","Ramas Ecological Software","http://www.ramas.com/","2291fcbe-2d34-4f95-ba92-5f025f497125"
"NON-GOVERNMENT/NON-PROFIT ORGANIZATIONS","","","","REEF RELIEF","Reef Relief Organization","http://www.reefrelief.org/","b3685b7e-9056-43c3-84b6-e0fedf91acd3"
"COMMERCIAL","","","","REGENT","Regent Instruments Inc.","http://www.regent.qc.ca","7fcca8c5-6d5a-419e-b17d-f7a1e076d525"
"GOVERNMENT AGENCIES-NON-US","REPUBLIC OF KOREA","","","","","","7a2e1026-fd1c-451d-88a1-0c9fce78e18d"
"NON-GOVERNMENT/NON-PROFIT ORGANIZATIONS","","","","RFF","Resources for the Future, Inc.","http://www.rff.org/","d468bafc-be7c-40f4-9903-a5ed632bfc82"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","RHODE ISLAND","","","","","","1f4c1a8c-0feb-461f-9eb7-0c2fcfffeff9"
"ACADEMIC","","","","RHODES/DZE","Department of Zoology and Entomology, Rhodes University","http://www.ru.ac.za/zoologyandentomology/","3b31990b-f3de-441b-8e20-546cb9a09915"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","RHODE ISLAND","","","RI/DEM/DFW","Division of Fish and Wildlife, Department of Environmental Management, Rhode Island","http://www.dem.ri.gov/programs/bnatres/fishwild/","38135589-e7b2-4840-9367-7d0439fbd3a2"
"ACADEMIC","","","","RICE/RIS","Rice Space Institute, Rice University","http://rsi.rice.edu/","b2bc4cdc-7753-4899-85cc-6eae4c17a1de"
"COMMERCIAL","","","","RITI","Reading Information Technology, Inc.","http://www.riti.com/","cb4b51ef-21d6-49a3-997d-6c70f192643c"
"NON-GOVERNMENT/NON-PROFIT ORGANIZATIONS","","","","RMBO","Rocky Mountain Bird Observatory","http://www.rmbo.org","99798805-9157-4685-901e-834e9e9dbb43"
"ACADEMIC","","","","ROUEN/M2C","Departement De Geologie, Universite de Rouen","http://www.univ-rouen.fr/M2C/","e9855394-375e-4626-b2a5-8f01f6e8b50f"
"CONSORTIA/INSTITUTIONS","","","","RPRI","Romanian Polar Research Institute","http://www.polar-institute.ro/polar/index.php?lang=en","ae771d5c-4b55-442a-8b04-c19e8b59974c"
"COMMERCIAL","","","","RR","Refractions Research","http://refractions.net/","8cf2265d-0a92-4502-8643-47b81b762619"
"CONSORTIA/INSTITUTIONS","","","","RRES/BROOM","Broom's Barn, Rothamsted Research","http://www.era.rothamsted.ac.uk/","b210d735-173f-4f28-bafd-02c4edeee029"
"CONSORTIA/INSTITUTIONS","","","","RRES/GCTE SOMNET","Global Change and Terrestrial Ecosystems Soil Organic Matter Network, Rothamsted Research","http://www.rothamsted.bbsrc.ac.uk/aen/somnet/index.htm","40483400-caa9-40c2-8b4a-0f9a717d3baf"
"CONSORTIA/INSTITUTIONS","","","","RRES/GCTE SOMNET/EUROSOMNET","European Soil Organic Matter Network, Global Change and Terrestrial Ecosystems Soil Organic Matter Network, Rothamsted Research","http://www.rothamsted.bbsrc.ac.uk/aen/eusomnet/","e5a04166-2faa-4d25-86f7-e271e99709c7"
"CONSORTIA/INSTITUTIONS","","","","RRES/ROTH","Rothamsted, Rothamsted Research","http://www.rothamsted.bbsrc.ac.uk/iacr/tiacrhome.html","7dc6b32d-01db-4aa6-b930-5f54b0182799"
"COMMERCIAL","","","","RS","Resurgent Software","http://www.resurgentsoftware.com/","e17de35d-75ae-475b-acc9-93c9a4254dc0"
"MULTINATIONAL ORGANIZATIONS","IERS","","","RS/PC","Rapid Service/Prediction Center","https://maia.usno.navy.mil/","6d87937b-812a-4ed3-96ea-96e26fb4dff6"
"COMMERCIAL","","","","RSI","RADARSAT International","http://www.rsi.ca","6c9a7259-324a-4948-9823-3560a528d9f4"
"GOVERNMENT AGENCIES-NON-US","RUSSIA","","","RU/PINRO","Polar Research Institute of Marine Fisheries and Oceanography, Russia","http://www.pinro.ru/","06715cf5-ed7d-40a5-8d1b-8cce0ee940a0"
"GOVERNMENT AGENCIES-NON-US","RUSSIA","","","RU/RAS/I-GEOG","Institute of Geography, Russian Academy of Sciences, Russia","http://igras.ru/","260fe138-d2d8-49ee-a691-9973252ef0c0"
"GOVERNMENT AGENCIES-NON-US","RUSSIA","","","RU/RAS/IACP/SML","Satellite Monitoring Laboratory, Institute of Automation and Control Processes, Russian Academy of Sciences, Russia","http://www.satellite.dvo.ru","34b486fe-2ba1-42df-a896-ae5bf5e47b1c"
"GOVERNMENT AGENCIES-NON-US","RUSSIA","","","RU/RAS/SCG","Scientific Centre for Geoecology, Russian Academy of Sciences, Russia","http://www.ras.ru/","347d4941-ab82-47bd-a44f-149502d53254"
"GOVERNMENT AGENCIES-NON-US","RUSSIA","","","RU/RAS/SIO","P.P. Shirshov Institute of Oceanology, Russian Academy of Sciences, Russia","http://www.sio.rssi.ru/","74667bc8-4e5a-4476-b46e-890b813bca4d"
"GOVERNMENT AGENCIES-NON-US","RUSSIA","","","RU/RAS/ZIN","Zoological Institute, Russian Academy of Sciences, Russia","http://www.zin.ru/","e4b5c0c5-7eac-4aee-a3e9-fb4c175f9fd6"
"GOVERNMENT AGENCIES-NON-US","RUSSIA","","","RU/ROSHYDROMET/FERHRI","Far East Regional Hydrometeorological Research Institute, Russian Federal Service for Hydrometeorology and Environmental Monitoring, Russia","http://www.ferhri.ru/","761d6c2a-d439-443e-8901-6a8e945ec4db"
"GOVERNMENT AGENCIES-NON-US","RUSSIA","","","RU/SRI/SMIS","Space Monitoring Information Support Laboratory, Space Research Institute, Russia","http://smis.iki.rssi.ru/","144e36e7-cce8-4e2d-ba97-8762ad41a264"
"ACADEMIC","","","","RUG/BIO","Biology  Department, University of Groningen,  The Netherlands","http://www.rug.nl/biologie/onderzoek/onderzoekgroepen/marienebiologie/index?lang=en","d90cdbe0-351b-4864-9cb7-a8ce7e755c71"
"ACADEMIC","","","","RUG/M-BIO","Department of Marine Biology, University of Groningen,  The Netherlands","http://www.biol.rug.nl","6b09c450-d7e5-45f0-aa6e-9ed27eae39f4"
"GOVERNMENT AGENCIES-NON-US","RUSSIA","","","","","","ef0b5153-2e92-4634-9c27-930c591a262d"
"ACADEMIC","","","","RUTGERS/CC/HE","Human Ecology, Cook College, Rutgers University","http://aesop.rutgers.edu/~humeco/","70571dcc-bfd1-4d7a-93fc-0ebc2910546b"
"ACADEMIC","","","","RUTGERS/CLIMATE/GSL","Global Snow Lab, Climate Lab, Rutgers University","http://climate.rutgers.edu/snowcover/","c83ee896-29e9-4029-b766-a796c512a69f"
"ACADEMIC","","","","RUTGERS/ENVISAT","Department of Environmental Sciences, Rutgers University","http://envsci.rutgers.edu/","60af37e7-72c6-4a0e-be2b-2448bf9039bc"
"COMMERCIAL","","","","RWI","RockWare, INC.","http://www.rockware.com","2f15dc9c-e504-46a1-87c7-12698b0d752d"
"CONSORTIA/INSTITUTIONS","","","","SAHANA FOUNDATION","Sahana Foundation","http://thesahanafoundation.org/index.php?page=home.php","cd2895a4-ac60-4fb6-acf9-22dac0072038"
"NON-GOVERNMENT/NON-PROFIT ORGANIZATIONS","","","","SAHC","Southern Appalachian Highlands Conservancy","www.appalachian.org/","4eefa62c-d08b-4ec0-9eb2-5dd40e6d15f9"
"COMMERCIAL","","","","SAIC","Science Applications International Corporation","http://www.saicocean.com/","a2bf938e-5b1a-4d28-99d5-a08389ae6e0d"
"NON-GOVERNMENT/NON-PROFIT ORGANIZATIONS","","","","SAMAB","The Southern Appalachian Man and the Biosphere","http://samab.org","2bb14b54-c034-48bc-8d99-fd5b114b3f36"
"COMMERCIAL","","","","SANI/ITA","Sani-International Technology Advisors Inc.","http://www.sani-ita.com","9d4205f1-d5c7-45dc-aee2-8e798f7472cb"
"COMMERCIAL","","","","SATOBSYS","Satellite Observing Systems","http://www.satobsys.co.uk/","1409e5af-004f-45c4-b0f0-90d91960c0e9"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","SOUTH CAROLINA","SC/DNR","","","","","9ea0cc57-848e-473c-9ed0-a3819a54e17a"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","SOUTH CAROLINA","","","SC/EMD","Emergency Management Division, South Carolina","http://www.scemd.org/index.htm","b6fb4af6-c36f-412d-9055-57e03abe68d8"
"GOVERNMENT AGENCIES-NON-US","SEYCHELLES","","","SC/SFA","Seychelles Fishing Authority, Seychelles","http://www.cta.int/partners/mamr/SFA.htm","48b21ac6-b864-4f4a-b2c5-037abdacbc3d"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","SOUTH CAROLINA","SC/DNR","","SCDNR","South Carolina Department of Natural Resources","http://www.dnr.sc.gov/","bc7d878a-4038-4d61-a06d-98a8be06791c"
"COMMERCIAL","","","","SCENOMICS","Scenomics","http://www.scenomics.com/index.stm","208d59bf-766b-46a2-ad3c-0bac7841135c"
"CONSORTIA/INSTITUTIONS","","","","SCES/RELM","Regional Earthquake Likelihood Models  ,Southern California Earthquake Center","http://www.relm.org/","15bb30b7-6542-4d67-8f6a-8c9044a75029"
"COMMERCIAL","","","","SCIFISH","Scientific Fishery Systems Inc.","http://www.scifish.com/","58500d71-70d3-4bf2-ae39-5b6a78c55f40"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/C4","Center for Clouds Chemistry and Climate, Scripps Institution of Oceanography","http://www-c4.ucsd.edu/","92014c30-7f61-465b-8c68-416e8d944823"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/CALSPACE","California Space Institute, Scripps Institution of Oceanography","http://casgc.ucsd.edu/","d8a75bb2-fa28-4373-b736-4a1a1b8b6e68"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/CALSPACE/AARC","Arctic & Antarctic Research Center, California Space Institute, Scripps Institution of Oceanography","http://arcane.ucsd.edu/","4326cbaf-9592-4eaf-ac61-cf7587723cc5"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/CMBB","Center for Marine Biotechnology and Biomedicine, Scripps Institution of Oceanography","http://www.sio.ucsd.edu/research/cmbb/","abc7f6b9-8353-4529-b986-b209792b7f43"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/GEOSCI","Geosciences Research Division, Scripps Institution of Oceanography","http://grd.ucsd.edu/","05323aae-4f4d-480f-ad2a-226f31aab6b3"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/IGPP","Institution of Geophysics and Planetary Physics, Scripps Institution of Oceanography","http://igpp.ucsd.edu/","13b739da-41c4-4dc4-93c4-95408d05a6db"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/IGPP/VC","Visualization Center, Institution of Geophysics and Planetary Physics, Scripps Institution of Oceanography","http://siovizcenter.ucsd.edu/","9e4cc5ad-0f1a-4066-a97d-0f50b9bca31e"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/IOD","Center for Coastal Studies, Scripps Institution of Oceanography","https://scripps.ucsd.edu/iod","68e5726e-2521-42e2-9857-518770682d2c"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/IOD/CDIP","Coastal Data Information Program, Integrative Oceanography Division, Scripps Institution of Oceanography","http://cdip.ucsd.edu","b53e1e30-2622-4c72-822b-8373ba73fa5e"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/JEDAC","Joint Environmental Data Analysis Center, Scripps Institution of Oceanography","http://jedac.ucsd.edu","8de5e1ef-41c5-4f36-a163-3900ace14982"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/MARINE","Marine Physical Laboratory, Scripps Institution of Oceanography","http://www.mpl.ucsd.edu/","84fddbe2-7376-4264-85af-3545f45869e0"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/METEORA","Climate Research Division, Scripps Institution of Oceanography","http://meteora.ucsd.edu/","4c800c8b-7fea-49db-8c58-da69b3df3300"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/MLRG","Marine Life Research Group, Scripps Institution of Oceanography","http://www-mlrg.ucsd.edu/","513b4d07-229d-446d-abc5-1506c1025d0d"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/ODF","Oceanographic Data Facility, Scripps Institution of Oceanography","http://sts.ucsd.edu/t/sts/odf","654795ed-ee3e-438a-a4b0-9907a9f8b2f6"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/PORD","Physical Oceanography Research Division, Scripps Institution of Oceanography","http://pord.ucsd.edu/","379f7537-2080-47cf-95f1-1923cb84e4e0"
"ACADEMIC","","","","SCRIPPS/SHORE_STATIONS","Shore Stations Program, Scripps Institution of Oceanography","http://shorestation.ucsd.edu/","8ecdd50e-1a3d-42e6-80da-47f88f723b48"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/SOPAC","Scripps Orbit and Permanent Array Center, Scripps Institution of Oceanography","http://sopac.ucsd.edu/","689e9647-4597-4de4-94f0-c422b34d42c4"
"CONSORTIA/INSTITUTIONS","","","","SCRIPPS/SSF","Satellite Facility, Scripps Institution of Oceanography","http://www.sio.ucsd.edu/","d2569ca5-e0a8-4504-be8f-cae40eaae03a"
"ACADEMIC","","","","SCSU/ESC","Department of Earth Sciences, Southern Connecticut State University","http://www.southernct.edu/departments/earthscience/","c92b6817-1bd8-4e67-8de4-3c45b9549528"
"ACADEMIC","","","","SD-STATE/ABS/AES","Agricultural Experiment Station, College of Agriculture and Biological Sciences, South Dakota State University","http://sdaes.sdstate.edu/","ea620b65-ea8e-49de-9537-f5a365c531a3"
"ACADEMIC","","","","SD-STATE/GISCCE","Geographic Information Science Center of Excellence, South Dakota State University","https://www.sdstate.edu/geospatial-sciences-center-excellence","c45659f6-e5f0-4053-8a64-b04364b27d65"
